image_name,split_before,split_after,capture_date
IMG_20240228_140644_jpg.rf.b18e9855b0c5ae188cfd3f22b93e07ff.jpg,valid,train,20240228
IMG_20240228_140650_jpg.rf.e96a97290c000aa324bbc250841aa2a0.jpg,valid,train,20240228
IMG_20240228_140654_jpg.rf.cabcdd9bc01f8ee9ca42a0981bf19f2c.jpg,valid,train,20240228
IMG_20240228_140706_jpg.rf.214f5e6277b67f04ad674906895b07b6.jpg,valid,train,20240228
IMG_20240228_140713_jpg.rf.35d12f345cbc750c7af9e571db113f32.jpg,valid,train,20240228
IMG_20240228_140717_jpg.rf.497195b0e98afb19faf751c403762b09.jpg,valid,train,20240228
IMG_20240228_140725_jpg.rf.bc8752ea29f7d79f9411b265056a91d1.jpg,valid,train,20240228
IMG_20240228_140741_jpg.rf.cb979d2ee21ae816d554629d36e6f93e.jpg,valid,train,20240228
IMG_20240228_140750_jpg.rf.28a5059a4c721aa6eb56f8b716193a9a.jpg,valid,train,20240228
IMG_20240228_140756_jpg.rf.3365028563e9ab8384d68917905c2177.jpg,valid,train,20240228
IMG_20240228_140759_jpg.rf.1d9751401335acabcb9e118cea14839f.jpg,valid,train,20240228
IMG_20240228_140815_jpg.rf.0fc58ed0e20fcf6467978f064c476d4c.jpg,valid,train,20240228
IMG_20240228_140818_jpg.rf.54f17f776fa4408f7233e06394f7bdfd.jpg,valid,train,20240228
IMG_20240228_140829_jpg.rf.0d3606fcbd9cdbfb14b850df6bfad447.jpg,valid,train,20240228
IMG_5181_JPG.rf.a3737358d849eb693cdf7fc4219ee098.jpg,train,valid,<untimestamped:counter>
IMG_5182_JPG.rf.c74000a72b5338d628cac3a864f993be.jpg,train,valid,<untimestamped:counter>
IMG_5234_JPG.rf.093285451b292e97f2e698a0ce4a3eae.jpg,train,test,<untimestamped:counter>
IMG_5236_JPG.rf.066ffadeaa7627359a8a8aca3ac4fd7e.jpg,train,test,<untimestamped:counter>
IMG_5238_JPG.rf.87a481db9b6df2a7877527d61f3ed18a.jpg,train,valid,<untimestamped:counter>
IMG_5242_JPG.rf.b495cc8d39c92088fe25a38153527322.jpg,train,valid,<untimestamped:counter>
IMG_5268_JPG.rf.0f3231302bfa6c0e1c5d34df3afa7043.jpg,train,test,<untimestamped:counter>
IMG_5288_JPG.rf.236cf451582b2e7e62ccd03cc97c7f81.jpg,train,valid,<untimestamped:counter>
