split_a,split_b,stem_a,stem_b,family_a,family_b,n_boxes,raw_max_dist,raw_mean_dist,raw_mean_iou,aligned_max_dist,aligned_mean_dist,aligned_mean_iou,time_gap_s,low_info
train,valid,IMG_20240303_105829,IMG_20240303_105843,ts_underscore,ts_underscore,1,0.08212,0.08212,0.6509,0.0,0.0,0.7783,14.0,True
train,valid,IMG_20240303_105829,IMG_20240303_105846,ts_underscore,ts_underscore,1,0.04806,0.04806,0.6627,0.0,0.0,0.6627,17.0,True
train,valid,IMG_20240303_105829,IMG_20240303_105902,ts_underscore,ts_underscore,1,0.1981,0.1981,0.4466,0.0,0.0,0.4986,33.0,True
test,valid,IMG_20240303_105837,IMG_20240303_105843,ts_underscore,ts_underscore,1,0.05857,0.05857,0.7466,0.0,0.0,0.7466,6.0,True
test,valid,IMG_20240303_105837,IMG_20240303_105846,ts_underscore,ts_underscore,1,0.01953,0.01953,0.8407,0.0,0.0,0.8407,9.0,True
test,train,IMG_20240303_105837,IMG_20240303_105854,ts_underscore,ts_underscore,1,0.04963,0.04963,0.6743,0.0,0.0,0.7009,17.0,True
test,valid,IMG_20240303_105837,IMG_20240303_105902,ts_underscore,ts_underscore,1,0.17262,0.17262,0.4257,0.0,0.0,0.4783,25.0,True
test,train,IMG_20240303_105837,IMG_20240303_105908,ts_underscore,ts_underscore,1,0.04381,0.04381,0.1387,0.0,0.0,0.1387,31.0,True
valid,train,IMG_20240303_105843,IMG_20240303_105854,ts_underscore,ts_underscore,1,0.08822,0.08822,0.6506,0.0,0.0,0.7436,11.0,True
valid,train,IMG_20240303_105843,IMG_20240303_105908,ts_underscore,ts_underscore,1,0.08026,0.08026,0.1857,0.0,0.0,0.1857,25.0,True
valid,train,IMG_20240303_105846,IMG_20240303_105854,ts_underscore,ts_underscore,1,0.05697,0.05697,0.6011,0.0,0.0,0.6011,8.0,True
valid,train,IMG_20240303_105846,IMG_20240303_105908,ts_underscore,ts_underscore,1,0.05355,0.05355,0.1319,0.0,0.0,0.1319,22.0,True
train,valid,IMG_20240303_105854,IMG_20240303_105902,ts_underscore,ts_underscore,1,0.12497,0.12497,0.504,0.0,0.0,0.504,8.0,True
valid,train,IMG_20240303_105902,IMG_20240303_105908,ts_underscore,ts_underscore,1,0.21481,0.21481,0.0892,0.0,0.0,0.2899,6.0,True
train,valid,IMG_20240303_105731,IMG_20240303_105739,ts_underscore,ts_underscore,1,0.02519,0.02519,0.55,0.0,0.0,0.55,8.0,True
train,valid,IMG_20240303_105731,IMG_20240303_105748,ts_underscore,ts_underscore,1,0.082,0.082,0.5099,0.0,0.0,0.5099,17.0,True
valid,train,IMG_20240303_105739,IMG_20240303_105752,ts_underscore,ts_underscore,1,0.04477,0.04477,0.3282,0.0,0.0,0.3282,13.0,True
valid,train,IMG_20240303_105739,IMG_20240303_105758,ts_underscore,ts_underscore,1,0.12596,0.12596,0.3644,0.0,0.0,0.3644,19.0,True
valid,train,IMG_20240303_105748,IMG_20240303_105752,ts_underscore,ts_underscore,1,0.09938,0.09938,0.4591,0.0,0.0,0.4591,4.0,True
valid,train,IMG_20240303_105748,IMG_20240303_105758,ts_underscore,ts_underscore,1,0.08714,0.08714,0.5391,0.0,0.0,0.7221,10.0,True
train,test,IMG_20240309_113936,IMG_20240309_114006,ts_underscore,ts_underscore,1,0.0961,0.0961,0.5165,0.0,0.0,0.6463,30.0,True
train,test,IMG_20240309_113942,IMG_20240309_114006,ts_underscore,ts_underscore,1,0.06028,0.06028,0.422,0.0,0.0,0.422,24.0,True
train,test,IMG_20240309_113949,IMG_20240309_114006,ts_underscore,ts_underscore,1,0.14062,0.14062,0.49,0.0,0.0,0.6409,17.0,True
train,test,IMG_20240309_113956,IMG_20240309_114006,ts_underscore,ts_underscore,1,0.10938,0.10938,0.5801,0.0,0.0,0.647,10.0,True
valid,train,IMG_20240309_114034,IMG_20240309_114042,ts_underscore,ts_underscore,1,0.10323,0.10323,0.5747,0.0,0.0,0.7933,8.0,True
valid,train,IMG_20240309_114034,IMG_20240309_114100,ts_underscore,ts_underscore,1,0.16301,0.16301,0.4324,0.0,0.0,0.7644,26.0,True
valid,train,IMG_20240309_114034,IMG_20240309_114116,ts_underscore,ts_underscore,1,0.13245,0.13245,0.5595,0.0,0.0,0.7562,42.0,True
train,valid,IMG_20240309_114042,IMG_20240309_114056,ts_underscore,ts_underscore,1,0.04474,0.04474,0.7015,0.0,0.0,0.7722,14.0,True
valid,train,IMG_20240309_114056,IMG_20240309_114100,ts_underscore,ts_underscore,1,0.16541,0.16541,0.5056,0.0,0.0,0.8398,4.0,True
valid,train,IMG_20240309_114056,IMG_20240309_114116,ts_underscore,ts_underscore,1,0.07515,0.07515,0.4693,0.0,0.0,0.5767,20.0,True
test,train,IMG_20240228_123015,IMG_20240228_124921,ts_underscore,ts_underscore,1,0.04099,0.04099,0.8101,0.0,0.0,0.8366,1146.0,True
test,valid,IMG_20240228_123015,IMG_20240228_140644,ts_underscore,ts_underscore,1,0.03523,0.03523,0.8123,0.0,0.0,0.943,5789.0,True
test,valid,IMG_20240228_123015,IMG_20240228_140650,ts_underscore,ts_underscore,1,0.05368,0.05368,0.4713,0.0,0.0,0.4713,5795.0,True
test,valid,IMG_20240228_123015,IMG_20240228_140654,ts_underscore,ts_underscore,1,0.01657,0.01657,0.3508,0.0,0.0,0.3508,5799.0,True
train,valid,IMG_20240228_124921,IMG_20240228_140644,ts_underscore,ts_underscore,1,0.0063,0.0063,0.8605,0.0,0.0,0.8621,4643.0,True
train,valid,IMG_20240228_124921,IMG_20240228_140650,ts_underscore,ts_underscore,1,0.0169,0.0169,0.4309,0.0,0.0,0.4309,4649.0,True
train,valid,IMG_20240228_124921,IMG_20240228_140654,ts_underscore,ts_underscore,1,0.02442,0.02442,0.3938,0.0,0.0,0.3938,4653.0,True
train,test,IMG_20240309_113647,IMG_20240309_113711,ts_underscore,ts_underscore,1,0.09957,0.09957,0.5847,0.0,0.0,0.9091,24.0,True
train,test,IMG_20240309_113655,IMG_20240309_113711,ts_underscore,ts_underscore,1,0.06414,0.06414,0.6183,0.0,0.0,0.6867,16.0,True
train,test,IMG_20240309_113702,IMG_20240309_113711,ts_underscore,ts_underscore,1,0.14218,0.14218,0.4931,0.0,0.0,0.7047,9.0,True
valid,train,IMG_20240303_105917,IMG_20240303_105920,ts_underscore,ts_underscore,1,0.07826,0.07826,0.4778,0.0,0.0,0.4778,3.0,True
valid,train,IMG_20240303_105917,IMG_20240303_105932,ts_underscore,ts_underscore,1,0.26872,0.26872,0.27,0.0,0.0,0.4277,15.0,True
train,valid,IMG_20240303_105920,IMG_20240303_105938,ts_underscore,ts_underscore,1,0.09005,0.09005,0.7259,0.0,0.0,0.8954,18.0,True
train,valid,IMG_20240303_105932,IMG_20240303_105938,ts_underscore,ts_underscore,1,0.28767,0.28767,0.3267,0.0,0.0,0.5559,6.0,True
train,valid,IMG_20240309_114215,IMG_20240309_114221,ts_underscore,ts_underscore,1,0.11737,0.11737,0.3061,0.0,0.0,0.5994,6.0,True
train,valid,IMG_20240309_114215,IMG_20240309_114248,ts_underscore,ts_underscore,1,0.11072,0.11072,0.1202,0.0,0.0,0.7772,33.0,True
valid,train,IMG_20240309_114221,IMG_20240309_114244,ts_underscore,ts_underscore,1,0.0687,0.0687,0.4233,0.0,0.0,0.5026,23.0,True
train,valid,IMG_20240309_114244,IMG_20240309_114248,ts_underscore,ts_underscore,1,0.14858,0.14858,0.0,0.0,0.0,0.8319,4.0,True
test,train,IMG_20240228_123455,IMG_20240228_130516,ts_underscore,ts_underscore,1,0.07617,0.07617,0.2736,0.0,0.0,0.2736,1821.0,True
test,valid,IMG_20240228_123455,IMG_20240228_131410,ts_underscore,ts_underscore,1,0.07031,0.07031,0.4691,0.0,0.0,0.4691,2355.0,True
test,train,IMG_20240228_123455,IMG_20240228_131416,ts_underscore,ts_underscore,1,0.1356,0.1356,0.1167,0.0,0.0,0.4989,2361.0,True
train,valid,IMG_20240228_130516,IMG_20240228_131410,ts_underscore,ts_underscore,1,0.11231,0.11231,0.3523,0.0,0.0,0.4376,534.0,True
valid,train,IMG_20240228_131410,IMG_20240228_131416,ts_underscore,ts_underscore,1,0.06822,0.06822,0.3124,0.0,0.0,0.3124,6.0,True
test,train,IMG_20240228_123336,IMG_20240228_124449,ts_underscore,ts_underscore,1,0.23837,0.23837,0.3188,0.0,0.0,0.4357,673.0,True
test,valid,IMG_20240228_123336,IMG_20240228_124455,ts_underscore,ts_underscore,1,0.29105,0.29105,0.1894,0.0,0.0,0.4032,679.0,True
train,valid,IMG_20240228_124449,IMG_20240228_124455,ts_underscore,ts_underscore,1,0.09644,0.09644,0.5631,0.0,0.0,0.6568,6.0,True
valid,test,IMG_20240309_114132,IMG_20240309_114140,ts_underscore,ts_underscore,1,0.07888,0.07888,0.5154,0.0,0.0,0.6643,8.0,True
valid,train,IMG_20240309_114132,IMG_20240309_114142,ts_underscore,ts_underscore,1,0.13238,0.13238,0.3218,0.0,0.0,0.5723,10.0,True
test,train,IMG_20240309_114140,IMG_20240309_114142,ts_underscore,ts_underscore,1,0.15935,0.15935,0.2344,0.0,0.0,0.5031,2.0,True
test,train,IMG_20240309_113723,IMG_20240309_113727,ts_underscore,ts_underscore,1,0.02975,0.02975,0.4856,0.0,0.0,0.4856,4.0,True
test,train,IMG_20240309_113723,IMG_20240309_113733,ts_underscore,ts_underscore,1,0.12375,0.12375,0.4017,0.0,0.0,0.4966,10.0,True
train,valid,IMG_20240228_123700,IMG_20240228_140455,ts_underscore,ts_underscore,1,0.04225,0.04225,0.5624,0.0,0.0,0.5881,5275.0,True
train,valid,IMG_20240228_125646,IMG_20240228_140455,ts_underscore,ts_underscore,1,0.07324,0.07324,0.6282,0.0,0.0,0.6517,4089.0,True
train,test,IMG_20240303_111150,IMG_20240303_111154,ts_underscore,ts_underscore,2,0.14003,0.11569,0.4636,0.02666,0.02666,0.5656,4.0,True
train,test,IMG_20240303_110013,IMG_20240303_110604,ts_underscore,ts_underscore,1,0.04237,0.04237,0.3254,0.0,0.0,0.3254,351.0,True
