image_name,split_before,split_after,capture_date
IMG20240303110252_jpg.rf.57f7e105cd17553c01aa295d215302ee.jpg,test,train,20240303
IMG20240303110638_jpg.rf.718ccdf0de16b37e899155d78fd9df55.jpg,test,train,20240303
IMG20240303111804_jpg.rf.73fbb3763850d4186b405f58d6cdec2e.jpg,test,train,20240303
IMG20240303111808_jpg.rf.c538fdcdd0738e608a78d19d29aef718.jpg,test,train,20240303
IMG20240303111815_jpg.rf.5e70cca4e5f6b69cc9236ab8d7edf4be.jpg,test,train,20240303
IMG20240303111821_jpg.rf.decacd16c8001e4ca50ab1f11c139b2c.jpg,test,train,20240303
IMG20240309115014_jpg.rf.ff577bd65192c99f2419faadffe88cfa.jpg,test,train,20240309
IMG20240417115121_jpg.rf.07f8811136cb87a39dabc9f7bbfadd0f.jpg,test,train,20240417
IMG20241118160143_jpg.rf.35f4163fab1069925ad6f250fba3c0b5.jpg,valid,train,20241118
IMG_20240219_115257_jpg.rf.3672021f4a49ce69aaf4f68073365c36.jpg,train,test,20240219
IMG_20240220_115715_jpg.rf.00e867a5b5ffe648695d8fc455e2e9fb.jpg,train,test,20240220
IMG_20240220_131654_jpg.rf.29223858544082eba5294cb8213060bd.jpg,train,valid,20240220
IMG_20240220_134653_jpg.rf.f4fff76dc88ef58ef52dcbe77ab27336.jpg,train,valid,20240220
IMG_20240220_135005_jpg.rf.cf8d573557e871e60f23dfe112690dce.jpg,train,test,20240220
IMG_20240220_135627_jpg.rf.fb8b05f14d4dd385e3ea427623c5c76a.jpg,train,valid,20240220
IMG_20240228_123301_jpg.rf.294c4e1c16a86edc13b3d157f6714182.jpg,test,train,20240228
IMG_20240228_123305_jpg.rf.9e60c0669de4b61bb687056432af12e1.jpg,test,train,20240228
IMG_20240228_123315_jpg.rf.c1408e03032c36c690109773690270d1.jpg,test,train,20240228
IMG_20240228_123320_jpg.rf.78afb0fbf9f212520e330669b3a692bb.jpg,test,train,20240228
IMG_20240228_123331_jpg.rf.ad5985b11eed321b95ae4b435175d50e.jpg,test,train,20240228
IMG_20240228_123336_jpg.rf.497f45bc6f150f5f833babf0d569e822.jpg,test,train,20240228
IMG_20240228_123348_jpg.rf.30e9cb1d9eb39d658a6ac48d6ba62b4e.jpg,test,train,20240228
IMG_20240228_133557_jpg.rf.c9ddd75dde07bfd010c8b456f0fe1748.jpg,valid,train,20240228
IMG_20240228_133600_jpg.rf.f24a2d902123e4d7ac4d66bdecb12578.jpg,valid,train,20240228
IMG_20240228_133603_jpg.rf.d2c2541a9c2f9bc94dc458e38aa89f18.jpg,valid,train,20240228
IMG_20240228_133607_jpg.rf.af931ea206fe6c6070d8baac6564a2e5.jpg,valid,train,20240228
IMG_20240228_140408_jpg.rf.c24413f4480681fc197802229ddef3f5.jpg,valid,train,20240228
IMG_20240228_140418_jpg.rf.496a2a1c8f1b94a0079f2a6189bb7dfb.jpg,valid,train,20240228
IMG_5152_JPG.rf.57f8d258b5fb0d15e1a5971f616e8bac.jpg,train,valid,<untimestamped:counter>
IMG_5189_JPG.rf.3be7e6a5fd6bdbaf3b104f8e287d0aac.jpg,train,valid,<untimestamped:counter>
IMG_5215_JPG.rf.dbb3c6388a1dd241907385fcea654526.jpg,train,valid,<untimestamped:counter>
IMG_5234_JPG.rf.093285451b292e97f2e698a0ce4a3eae.jpg,train,valid,<untimestamped:counter>
IMG_5241_JPG.rf.6d24f3d13eefa941b85b3a9241e894dc.jpg,train,valid,<untimestamped:counter>
IMG_5242_JPG.rf.b495cc8d39c92088fe25a38153527322.jpg,train,test,<untimestamped:counter>
IMG_5243_JPG.rf.e3f45c410902f59f97a3434812b2cd25.jpg,train,test,<untimestamped:counter>
IMG_5269_JPG.rf.85d045b7f626f018b187bfa293265050.jpg,train,test,<untimestamped:counter>
