image_name,split
IMG20240220114538_jpg.rf.40a651a3f495f3645e1ead0ba585467d.jpg,train
IMG20240220114548_jpg.rf.c52f4e64249e996f4530baca80a5c874.jpg,train
IMG20240220114626_jpg.rf.e16070c121236907f7d804d413a3a63c.jpg,test
IMG20240220114727_jpg.rf.f82a3fc3d2ebdd157e96357083ae8e74.jpg,train
IMG20240220114741_jpg.rf.e075505c6d03c20f0d61b6d6121f19f4.jpg,train
IMG20240220114804_jpg.rf.f3ed54c7edc4928c2ef7f256e9b5f8cb.jpg,train
IMG20240220115011_jpg.rf.a79cd76ade4d3e374964f5268df9d7ac.jpg,test
IMG20240220115056_jpg.rf.ffd899f031b14035d343c922adf12cd4.jpg,train
IMG20240220115100_jpg.rf.0a60ae876a3c5521f7a4a39ca65d6ea4.jpg,train
IMG20240220115109_jpg.rf.8da4204d7fc78244785c49983a7464dd.jpg,train
IMG20240220115220_jpg.rf.9e407e324825dbb7bf7c9e0aa319d05f.jpg,train
IMG20240220115236_jpg.rf.d5b4441337b1872cebf9e477c330d184.jpg,train
IMG20240220115305_jpg.rf.b5c2ec0a86be911c1b618a18ce66bb59.jpg,train
IMG20240220115311_jpg.rf.1c80daa7973d917fd97b0058957ec3ce.jpg,train
IMG20240220115326_jpg.rf.76c5ed610e40679c45747cc5a15c9396.jpg,train
IMG20240220115423_jpg.rf.b373eca27bccbf42277ca9eea08824a0.jpg,train
IMG20240220115433_jpg.rf.678dcf17f2a3260e4a59731d6b55cd73.jpg,train
IMG20240220115509_jpg.rf.81dbea106464e0136b061b409ba6d355.jpg,train
IMG20240220115520_jpg.rf.d16642581d4646ad6c065f450f10b02a.jpg,train
IMG20240220115613_jpg.rf.995a8f5baac62f8045ca375402340367.jpg,train
IMG20240220115628_jpg.rf.492a4d3e4b9221964e0a2efc8eadb085.jpg,train
IMG20240220115659_jpg.rf.8bc7a0c945de24f4e6411e8c0f983d30.jpg,train
IMG20240220115710_jpg.rf.69d819ff681a61077a2305d366bb9f04.jpg,train
IMG20240220115805_jpg.rf.7153fb8af91320ce28df17fc5baf939d.jpg,test
IMG20240220115829_jpg.rf.d7948fd8f8d65c4f0ddd48e0ad86855e.jpg,valid
IMG20240220115854_jpg.rf.67ea2953e4d2a12a47b7fae9e7c531eb.jpg,train
IMG20240220115900_jpg.rf.8bdfd2b29821f1f45d30a44c7c1b4b0f.jpg,train
IMG20240220115915_jpg.rf.5dbd728eff3a56999529a54fa08f75b5.jpg,train
IMG20240220120021_jpg.rf.70847e4ad1926d20b0f2ad4a08b75b57.jpg,valid
IMG20240220120113_jpg.rf.e329af79323c984ad235b76d6af4d3a1.jpg,train
IMG20240220120321_jpg.rf.0008baacb32b47319be32e32b1d4b538.jpg,train
IMG20240220120325_jpg.rf.947dd106f0b6f01888df780265af242c.jpg,train
IMG20240220120328_jpg.rf.3c485620d5950d92e2a97b32e4294b87.jpg,train
IMG20240220120353_jpg.rf.409db48eb0ff56af03d37942e0927142.jpg,train
IMG20240220120402_jpg.rf.d435b89ac8a8eb6666d9a2ebdded1812.jpg,train
IMG20240220120432_jpg.rf.02a86e39f74317390c611e8e87e8b98b.jpg,test
IMG20240220120453_jpg.rf.6b800965c81a9cc92bb7ea14bd34286e.jpg,train
IMG20240220120525_jpg.rf.3825c136a075f9fc68fcb20ab6943203.jpg,train
IMG20240220120634_jpg.rf.d71370a3ecdc28ba315eb923ba0f4f18.jpg,valid
IMG20240220120706_jpg.rf.304d3a181917f978f6a42128c7310726.jpg,train
IMG20240220120712_jpg.rf.3b27a41b2e9892be4b797174d18fcb25.jpg,train
IMG20240220120801_jpg.rf.25367859edaf0b204521d8c1b22b3954.jpg,train
IMG20240220120808_jpg.rf.c8605a865d3d3aa688414c1d562eb481.jpg,train
IMG20240220120856_jpg.rf.db4447955b0d3ac02e7a40a5fb8b25d9.jpg,train
IMG20240220120900_jpg.rf.2a60a0e8bc3da641253c423f63d8e6d2.jpg,train
IMG20240220121103_jpg.rf.fa75f0b3e5fd85c8fe01fae5ef300dd7.jpg,train
IMG20240220121114_jpg.rf.4936809d4e019ec02f09fa3c16c9447b.jpg,train
IMG20240220121138_jpg.rf.4942e97f76c16c7b08f0c71dd9fdb458.jpg,train
IMG20240220121238_jpg.rf.f05708e18a78e4b9e1d0005f2323edcd.jpg,train
IMG20240220121249_jpg.rf.5abcdb9518bd67c9621f190dd02d01bd.jpg,train
IMG20240220121305_jpg.rf.a2f95d6678d16a31afb374ab3d568cbe.jpg,train
IMG20240220121315_jpg.rf.6c5c2acd304cce97af8ca622e1e43a47.jpg,train
IMG20240220121322_jpg.rf.bc3d2ec714448a166bed4ee87bdff174.jpg,train
IMG20240220121349_jpg.rf.b4c8192f4fefa3efcd9e2fd6308c8441.jpg,train
IMG20240220121408_jpg.rf.a2397f5b4781f3cfe794b2a874afaf06.jpg,train
IMG20240220121412_jpg.rf.11579c5161332ce40d758751c2465390.jpg,train
IMG20240220121429_jpg.rf.39a88cddf44514d5d9b9e43743dfe335.jpg,train
IMG20240220121458_jpg.rf.3a586c49272bc30199adaa5a69ab41ee.jpg,train
IMG20240220121511_jpg.rf.93f164f04e0a1b25552bff9d2a0d8074.jpg,train
IMG20240220121528_jpg.rf.4bd35a4fd54ba61321c73c1d83512363.jpg,train
IMG20240220121541_jpg.rf.2399234ed6753d164d068c615d63fbba.jpg,train
IMG20240220121605_jpg.rf.9ca3e0c4aa77b8bfe22d64ceba5480fe.jpg,train
IMG20240220121621_jpg.rf.9f9a20c3bfc2faf45d94526aa431c692.jpg,train
IMG20240220121641_jpg.rf.84d16976541381a33d8c0187c72d9492.jpg,train
IMG20240220121646_jpg.rf.a7b475cea05edcd364c08843bfe7370b.jpg,train
IMG20240220121703_jpg.rf.859e9a23a6a8323064ea6031a7363e78.jpg,train
IMG20240220121750_jpg.rf.6d1e76290958588e29e2ac67e9bb807e.jpg,train
IMG20240220121756_jpg.rf.5d2513a36c424bba7b0fbef35ebfa930.jpg,train
IMG20240220121800_jpg.rf.c08cc7e8261049c5341c3a8f1a970d07.jpg,train
IMG20240220122108_jpg.rf.967480d509e221874039e40b50005a01.jpg,train
IMG20240220122124_jpg.rf.8dc557aa690a8c5ab2e00844abb2d2d9.jpg,train
IMG20240220122137_jpg.rf.07c5efbf7421a4781754d91916393e86.jpg,train
IMG20240220122146_jpg.rf.20a3caad512fe3a0ca5ae1ce07cbdedd.jpg,train
IMG20240220122153_jpg.rf.8d2413731aae951c9d33bd81d9aa774a.jpg,train
IMG20240220122219_jpg.rf.9b66ec74520b6019f711d1dbd7d8d302.jpg,train
IMG20240220122231_jpg.rf.9698f670ec9a438c0eb3e0c9db483d7e.jpg,train
IMG20240220122236_jpg.rf.59780ce122b6e4f8ba8e50b87d2fc6c5.jpg,train
IMG20240220122259_jpg.rf.28fc7086b227ff08ff4146701aff5b72.jpg,valid
IMG20240220122320_jpg.rf.a4f3eedc3235a4e319421ca593c9e55a.jpg,train
IMG20240220122323_jpg.rf.b15751316f92eca9d23585a24d23ad02.jpg,train
IMG20240220122330_jpg.rf.20f12cd892e05d823f11db430d814768.jpg,train
IMG20240220133541_jpg.rf.2eaf09a030c86d2e25b15265d4dda478.jpg,valid
IMG20240220133619_jpg.rf.a380190a5910ee4e6cfd8813a835451b.jpg,valid
IMG20240220133631_jpg.rf.a96f657a599afabf66c86f80d54b89d4.jpg,valid
IMG20240220133705_jpg.rf.de1ea557f7bb4b0d620e52950b1cd413.jpg,train
IMG20240220133745_jpg.rf.a098027b2a7a440316c7468b89d2f586.jpg,train
IMG20240220133803_jpg.rf.f2d1d751583e721541b1b9a04b72b6ac.jpg,train
IMG20240220133809_jpg.rf.181fd8be363c78265b98b58b4d7ad64a.jpg,train
IMG20240220133817_jpg.rf.d5f2826f63609185c76158d23835213c.jpg,train
IMG20240220133847_jpg.rf.dc9766c9fe2c6f031c1d2693f1ccedc1.jpg,train
IMG20240220133854_jpg.rf.0cbbe7d5e975361e4a1c4301cf863d62.jpg,train
IMG20240220134015_jpg.rf.2cc067ecfa8684767d253134f07092c8.jpg,train
IMG20240220134019_jpg.rf.d02840b458401b04801f0dbbb781fbdc.jpg,train
IMG20240220134040_jpg.rf.2ea26181484565891e239d393802dff4.jpg,train
IMG20240220134046_jpg.rf.cae8a08112a65be7d7a36538c4db23c4.jpg,train
IMG20240220134102_jpg.rf.407b00fbf775948850cd06164cd597a6.jpg,train
IMG20240220134138_jpg.rf.0bbaae7bef71b235f2fc9062b32c03f1.jpg,train
IMG20240220134151_jpg.rf.e07c0ed930355ac6c3ebdeb051c3601d.jpg,train
IMG20240220134200_jpg.rf.f55bb2095455834a2123cfca2bd1f5f0.jpg,train
IMG20240220134256_jpg.rf.a2fdc4b5fba16e3bfc9bbfb346eadac9.jpg,train
IMG20240220134301_jpg.rf.836b7cd5cd95e2e6b4d10128e0a43dcc.jpg,train
IMG20240220134311_jpg.rf.4e52a1b8be8b06ec96680833a5cf79de.jpg,train
IMG20240220134404_jpg.rf.028fa3e902bd8318926f0c0dc9c47d77.jpg,train
IMG20240220134408_jpg.rf.9c643193d08b6c7df4c599e3c3dc511b.jpg,train
IMG20240220134414_jpg.rf.eb995d61bc145398d678d147f62aad7f.jpg,train
IMG20240220134424_jpg.rf.23c39e2d6534477270d078012b58c849.jpg,train
IMG20240220134439_jpg.rf.c5bbd457d26e102292250d696b6f556c.jpg,train
IMG20240220134510_jpg.rf.dc4295e66d86ad70ee0754d4e4bc53a9.jpg,valid
IMG20240220134527_jpg.rf.614b8e43621945ae42a53b0466caa694.jpg,train
IMG20240220134531_jpg.rf.496374de9eaee1d80b96da9ba22983f1.jpg,train
IMG20240220134537_jpg.rf.7a02a0a88d8e2fe1b1cae8b50afaac4f.jpg,train
IMG20240220134608_jpg.rf.4128a45c1a7e70fe4134560cf850b356.jpg,train
IMG20240220134618_jpg.rf.6c4b27f4bdb6698816a3913f425b38e4.jpg,train
IMG20240220134651_jpg.rf.22288c56392a2dbdff8ca6221261ff10.jpg,train
IMG20240220134657_jpg.rf.d32298ba5ac82834f2bdea7fcd060efd.jpg,train
IMG20240220134719_jpg.rf.e7fdc59ee13d395b57d8bf43cead591f.jpg,train
IMG20240220134725_jpg.rf.d7856aa624e600a86d5d121627485dfa.jpg,train
IMG20240220134733_jpg.rf.f32b4a217740edb9f2ac070500f627e8.jpg,train
IMG20240220134757_jpg.rf.f7c9572af0eaa09ff0993d7e12f12e1d.jpg,train
IMG20240220134801_jpg.rf.3ec3366acb8ec72a476c0264cd051b9c.jpg,train
IMG20240220134809_jpg.rf.8972d845d66c974f1963a6347ffb3a9b.jpg,train
IMG20240220134815_jpg.rf.1c662a284a228dd0212256fd89094ebc.jpg,train
IMG20240220134841_jpg.rf.4f117a693cc647d72d0c0dcf5be4feb4.jpg,train
IMG20240220134845_jpg.rf.951e787deeeb97eb871efec41c4b649a.jpg,train
IMG20240220134852_jpg.rf.db5198c33fb6612b77cbaef9b3c59d4e.jpg,train
IMG20240220134904_jpg.rf.f920ebe52010c14bfe309e432362e54c.jpg,train
IMG20240220134936_jpg.rf.8c772ae6b3dd5a47797f37e20f095b43.jpg,test
IMG20240220135003_jpg.rf.b8470983c28871743d4335e3d8487eb4.jpg,train
IMG20240220135008_jpg.rf.25f1e7874828b3edd73bbc3b61d37063.jpg,train
IMG20240220135041_jpg.rf.cd79a0838fd80911e88610a04f3f927c.jpg,train
IMG20240220135044_jpg.rf.8361087cdd59b5f7c3e790ff79724af9.jpg,train
IMG20240220135239_jpg.rf.f224983af96cd2919ffac0edb58bc171.jpg,train
IMG20240220135244_jpg.rf.5ace67f4c8bfa2edc7701515ace474cb.jpg,train
IMG20240220135251_jpg.rf.76dfc8f23935ecb49a840d79d41cd734.jpg,train
IMG20240220135303_jpg.rf.8acfe37de5cee74a3399f75c97976354.jpg,train
IMG20240220135313_jpg.rf.ee0fbd4d7262523f6896bb8c32767086.jpg,train
IMG20240220135324_jpg.rf.77aeb050540fd9269333a35e5cfe82ef.jpg,train
IMG20240220135346_jpg.rf.79ab8286fe01a64edf34600489fa90e1.jpg,test
IMG20240220135357_jpg.rf.dddd45d8ff1c13921f10e28535aeb87f.jpg,test
IMG20240220135358_jpg.rf.e047aa7d3112bf56ea1a4d99c054a1ea.jpg,test
IMG20240220135414_jpg.rf.83a0fa8bd627f8593a10cf12238d039f.jpg,train
IMG20240220135421_jpg.rf.a62b3cc270af18e003b3276883aa6d90.jpg,train
IMG20240220135435_jpg.rf.238d5b0686d1f5e2de091496899bc753.jpg,train
IMG20240220135456_jpg.rf.af3ecbd266b7fcf5f04c827553f8186d.jpg,train
IMG20240220135511_jpg.rf.f202d0c902fa09798b230fcda366c5ae.jpg,train
IMG20240220135518_jpg.rf.51801629131ca8094464c1e33460bfce.jpg,train
IMG20240220135539_jpg.rf.237f2a5d253b21ec5fb9eeb0e2a18be9.jpg,train
IMG20240220135548_jpg.rf.603db8ab601b4a7f9f7c300eda01e0b7.jpg,train
IMG20240220135617_jpg.rf.21ec688a5b6ff33b08917adea0d93714.jpg,train
IMG20240220135629_jpg.rf.0cd3fbdb57a9657546bacc66ac2b98dd.jpg,train
IMG20240220135633_jpg.rf.fe583b204b89d1461cbc8a1eab660f3d.jpg,train
IMG20240220135847_jpg.rf.7edf2dd3f4e612cb436dc02d2ae5744c.jpg,train
IMG20240220135853_jpg.rf.c2c7b6204cb71b6ffbb80023cc574ebd.jpg,train
IMG20240220135905_jpg.rf.b362ea2167683a20228e05b9417c3c7b.jpg,train
IMG20240220135910_jpg.rf.4284d681046e9ede00eb27e1fbce8469.jpg,train
IMG20240220135926_jpg.rf.76d86b95a9dbc19bcee565eb0b44a764.jpg,train
IMG20240220135937_jpg.rf.2f9281e501a708478445d1f09c7267af.jpg,train
IMG20240228122809_jpg.rf.bb184f37aa98d96f1db1ac5492b4c81c.jpg,valid
IMG20240228122902_jpg.rf.7fb4892c84e417ec78a512e415540535.jpg,valid
IMG20240228122949_jpg.rf.f763b523e7bb4e72507961519cbbef88.jpg,valid
IMG20240228122955_jpg.rf.18d6c6ad9c8c69153da34c4074004853.jpg,valid
IMG20240228123001_jpg.rf.50c8f8e44a56f247cc7dd0a542e6dbd5.jpg,valid
IMG20240228123032_jpg.rf.99d7089ed361e5bd16922ccfe776c1ae.jpg,train
IMG20240228123115_jpg.rf.3b9ae83d0bc7242bafe52e60cd81b796.jpg,valid
IMG20240228123131_jpg.rf.84cf43cf1c7a8d09dc507c4612108040.jpg,valid
IMG20240228123218_jpg.rf.91f925732b31adcff8090798f0964713.jpg,valid
IMG20240228123246_jpg.rf.5dcdea8fdb948e4a3ccdfb9e51bf8fde.jpg,valid
IMG20240228123253_jpg.rf.5becb8a9982fc6683523a1121ab8248a.jpg,valid
IMG20240228123322_jpg.rf.38839fcf414a10c3008c2c91d62d1d35.jpg,valid
IMG20240228123330_jpg.rf.5c1109d385dc0521331abc8384942804.jpg,valid
IMG20240228123402_jpg.rf.78f0be8882e41dfda09262cfc710c7b9.jpg,valid
IMG20240228123408_jpg.rf.bd623b7b963b630db11dc46ea0022c17.jpg,valid
IMG20240228123449_jpg.rf.fbdb6159b3bf97bf8da382937a53206a.jpg,valid
IMG20240228123455_jpg.rf.a62eb0d74d8e8e0d4736d34fbe59c89f.jpg,valid
IMG20240228123512_jpg.rf.1f0dcc49e9da900fc2ec3e4b9f7564c1.jpg,train
IMG20240228123522_jpg.rf.3838891762e9ba2981d5211a1ff0c88f.jpg,train
IMG20240228123605_jpg.rf.8fca72cdc304cf2af5cec1de8f77b26a.jpg,valid
IMG20240228123614_jpg.rf.47bf10faf0ecee2bfdd82c3055b44a0d.jpg,valid
IMG20240228123642_jpg.rf.64c9aff7db5cad9b0ac5f683cbc88216.jpg,train
IMG20240228123708_jpg.rf.7c67967b808e22e2c45475e46054cf37.jpg,valid
IMG20240228123723_jpg.rf.dda8807f5f19e0317e69c90534a8d174.jpg,train
IMG20240228123750_jpg.rf.acde18461bc3d5135e7ff256e09b934c.jpg,valid
IMG20240228123816_jpg.rf.11c97970dd21285cefd46f20ebf62706.jpg,valid
IMG20240228123839_jpg.rf.6b920f975563032e5c575805b0b7973b.jpg,train
IMG20240228124228_jpg.rf.750bbe7311fa2fe51e49634bab8aa522.jpg,valid
IMG20240228124247_jpg.rf.e46d29bf186f1327532ce2dd83a65317.jpg,valid
IMG20240228124330_jpg.rf.27e02acaa33c77be2fd786817d70a3b4.jpg,valid
IMG20240228124357_jpg.rf.78531851dbe66f6777b92ab0a8e0d224.jpg,valid
IMG20240228124412_jpg.rf.f91ad9b9df662c3f1552a0e097945bbb.jpg,valid
IMG20240228124440_jpg.rf.76653dd3c3850c1cae7386c97acb5d78.jpg,valid
IMG20240228124445_jpg.rf.aaa12cda5adb350bdf149fe742ace711.jpg,train
IMG20240228124453_jpg.rf.4ecc9250e4bca3e1e54719618585b460.jpg,train
IMG20240228124555_jpg.rf.ba140754797c1d1e1154369690b3a204.jpg,valid
IMG20240228124606_jpg.rf.ed26dcb263f2e1dd5049859d4a018425.jpg,valid
IMG20240228124711_jpg.rf.d7718210373b8452b9c8921c43fc3ee1.jpg,valid
IMG20240228124718_jpg.rf.640bbd518610333a6fd852b961e7c5e3.jpg,valid
IMG20240228124759_jpg.rf.15272fefe1992d0dd512cdaceba6677b.jpg,train
IMG20240228124816_jpg.rf.3539bf322f315d782fbb6ba21decc18a.jpg,valid
IMG20240228124844_jpg.rf.adaa6d0073a880796abc613dcd50c557.jpg,valid
IMG20240228124919_jpg.rf.d4b7a95ab63d8aa4b116089175dac030.jpg,valid
IMG20240228124925_jpg.rf.96383573e39f9b7b97a0b63c77fe8e52.jpg,valid
IMG20240228125011_jpg.rf.cfa2df7df206cf6b8e0138d78958810f.jpg,train
IMG20240228125017_jpg.rf.8a3217757804b6fce19cb6a03d6135e6.jpg,train
IMG20240228125025_jpg.rf.520ee39f630ae0792810d7ecda17676b.jpg,train
IMG20240228125228_jpg.rf.739a5472edac3372c4cf16e9b4fa35d8.jpg,valid
IMG20240228125312_jpg.rf.dff9c40d2ecd61a38b2ac12536a0bd1e.jpg,valid
IMG20240228125354_jpg.rf.f82b31e866daa97dde567af30f9d8885.jpg,train
IMG20240228125428_jpg.rf.eb340cd74874aacc97160936ae86e750.jpg,valid
IMG20240228125647_jpg.rf.a2cb74d4a9d09f95c18dabf0807162df.jpg,train
IMG20240228125654_jpg.rf.9e9dbf556d80e21645e808b3edd44214.jpg,test
IMG20240228125705_jpg.rf.3f85392c58e7009415366af70906950e.jpg,train
IMG20240228125738_jpg.rf.e8861dac8b270929cd9704293911e417.jpg,test
IMG20240228125746_jpg.rf.73a2659d246f5eeeb3d2bc61f59d98d0.jpg,test
IMG20240228125752_jpg.rf.bc1a62e3bf990a533ae0b711896fbb82.jpg,valid
IMG20240228125809_jpg.rf.3c8ec50c6d1439eb93c62aa19ce6bb59.jpg,test
IMG20240228125831_jpg.rf.29d3971cb31c2b25880aeff5185115e9.jpg,valid
IMG20240228125846_jpg.rf.ba43b899e15a6f783b446cd3673360c1.jpg,valid
IMG20240228130031_jpg.rf.bf386d02cca90284143f37e144d9af36.jpg,valid
IMG20240228130036_jpg.rf.c6ddfe61b7ab3d826ecc6e75b6631191.jpg,valid
IMG20240228130041_jpg.rf.ed2d1e1ef1039f3194e320c3645a848d.jpg,test
IMG20240228130254_jpg.rf.3d157be35884176b5141394ce5d33040.jpg,valid
IMG20240228130308_jpg.rf.31e02295b7cdf7e0701b68d9ab236408.jpg,valid
IMG20240228130337_jpg.rf.18252d696bfe1f4e135697b056c2a65e.jpg,test
IMG20240228130343_jpg.rf.246cd0f4b0d32ddcff7e4701ffb56889.jpg,test
IMG20240228130425_jpg.rf.96185fd2b9a89962074f1407aea81d18.jpg,valid
IMG20240228130509_jpg.rf.aa0ba910d30cda5a68a5771bb166f7a5.jpg,test
IMG20240228130517_jpg.rf.86caf1b371b0cf5ec50512970b8821be.jpg,valid
IMG20240228130615_jpg.rf.91b81835f070d31c500311851ecf53af.jpg,valid
IMG20240228130624_jpg.rf.7fa93aa2341e90c9732cd4d8a1c83f65.jpg,train
IMG20240228130635_jpg.rf.43c77b4a5204ecb2a52c76fb31567054.jpg,train
IMG20240228130639_jpg.rf.b9e0e3c8c588b1ea01ae7f7256967c56.jpg,train
IMG20240228130701_jpg.rf.32e077cb58e5f333530a010c2282b169.jpg,train
IMG20240228130706_jpg.rf.5f3469a2eb94e7621222f9ab7627cee9.jpg,train
IMG20240228130819_jpg.rf.04ab8704901a64c88dfc3195e584bbe4.jpg,train
IMG20240228130858_jpg.rf.d27141da65098fa9f90fb4572ca3adcb.jpg,train
IMG20240228130905_jpg.rf.30055fc7e373bd49ed9196701d09a53b.jpg,train
IMG20240228130943_jpg.rf.4dd7c5ac8df030aa14be24e3c3f15560.jpg,train
IMG20240228130950_jpg.rf.745c0f692a0c51ea6d552b5c4ae47dde.jpg,train
IMG20240228131006_jpg.rf.b881853fef9cf46178546928d46a8482.jpg,train
IMG20240228131034_jpg.rf.31754bdfbfddf7efebde90b847b2f572.jpg,train
IMG20240228131243_jpg.rf.da49b817553c5503fb0cf1ab506fe496.jpg,valid
IMG20240228131252_jpg.rf.3197a35d0ff187e11c23d268614ebb17.jpg,valid
IMG20240228131259_jpg.rf.75d69e09f48f09f904b8a0ecd8eb1c79.jpg,train
IMG20240228131317_jpg.rf.7327bd39563e595c5b89bf300c975d9b.jpg,train
IMG20240228131341_jpg.rf.5546b26ffccb4785b360fbc56d16a37e.jpg,train
IMG20240228131414_jpg.rf.81e4c20c5618a26302772f84f474aa71.jpg,train
IMG20240228131420_jpg.rf.8441dc816f0d91cae066de4fabaf49a2.jpg,valid
IMG20240228131521_jpg.rf.b6b8592c674d2b88ffd39332fcae714c.jpg,train
IMG20240228131534_jpg.rf.fc14c1757791719f09b200904167a3e4.jpg,train
IMG20240228131602_jpg.rf.613ab5be466eb720e92c4aa6408d1a85.jpg,test
IMG20240228131634_jpg.rf.b7e4a814f760520909f2c003dda41401.jpg,train
IMG20240228131658_jpg.rf.fd91396c043dac5ec911d42dc015410a.jpg,train
IMG20240228131717_jpg.rf.9635ca8a0cadacd54bea69cdc14d4936.jpg,valid
IMG20240228131739_01_jpg.rf.07c8d2a271f90b2aa93ab2551c896f85.jpg,train
IMG20240228131753_jpg.rf.b3abc65e7474764082d079756257b8ac.jpg,train
IMG20240228131832_jpg.rf.59d82ddcf188fde191b46b335880d49c.jpg,valid
IMG20240228131843_jpg.rf.de43cbc079b1fa2e05c49096066823be.jpg,train
IMG20240228131859_jpg.rf.546b55274e27cdd18e0351b774469d21.jpg,train
IMG20240228131905_jpg.rf.cf29ac8d6fea65bc6e6932a0669dc639.jpg,train
IMG20240228131921_01_jpg.rf.3a4285c2cd895a525e05f331768266b9.jpg,train
IMG20240228132001_01_jpg.rf.021bba51cf86aec0cf29658d4994936b.jpg,train
IMG20240228132045_jpg.rf.617b88b936a99188e7030b547c7e500e.jpg,train
IMG20240228132127_jpg.rf.c395aaf1f98286ac94176c74dc9fdf8c.jpg,train
IMG20240228132302_jpg.rf.83a6de48ef87414a4ad54a6c35d89dfd.jpg,valid
IMG20240228132319_jpg.rf.18c9bad5fd72748271886676cd34a306.jpg,train
IMG20240228132335_jpg.rf.af98377816228b603be429e67da2c639.jpg,train
IMG20240228132345_jpg.rf.402ec586a11dc51f70c642b57338cd9f.jpg,train
IMG20240228132354_jpg.rf.a8eea8f7566bd97d2b303f611fea6886.jpg,train
IMG20240228132440_jpg.rf.4f92177e693c616ac27776181ccb566f.jpg,valid
IMG20240228132445_jpg.rf.a9145ce3de78ba4eca9a8f69aecc4878.jpg,valid
IMG20240228132456_jpg.rf.5504a9baba5233aeceb7fa540c522d2f.jpg,train
IMG20240228132524_jpg.rf.b7b1979ee77abc71a5eafb6888405c62.jpg,train
IMG20240228132533_jpg.rf.5eb436aa2c0bec7121b3905f4fef4aa3.jpg,train
IMG20240228132544_jpg.rf.ade356d516722146f827c662393e1575.jpg,train
IMG20240228132559_jpg.rf.020b92a7dc6d4b41ed35ad58440f12d8.jpg,train
IMG20240228132605_01_jpg.rf.d4f9fe8e37645bca784c6b1119b63953.jpg,train
IMG20240228132621_jpg.rf.73b253e98495553af5258e4cca9d4859.jpg,train
IMG20240228132725_jpg.rf.466a2d37a73e7ca3ba7b97aa314f5294.jpg,valid
IMG20240228132732_jpg.rf.b2dbbf6e56b21f888682ddf6276ae791.jpg,test
IMG20240228132838_jpg.rf.f3889054044c040a29729727506c78b3.jpg,valid
