epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,3307.77,1.12308,0.91119,1.29241,0.80626,0.78112,0.8686,0.56464,1.24541,0.93069,1.52626,0.003268,0.003268,0.003268
70,3354.78,1.10775,0.89314,1.28571,0.81639,0.79896,0.87051,0.56546,1.23705,0.91699,1.53016,0.003169,0.003169,0.003169
71,3401.85,1.09276,0.86922,1.27439,0.80565,0.79266,0.86615,0.56933,1.2483,0.914,1.52933,0.00307,0.00307,0.00307
72,3449,1.09934,0.88073,1.27878,0.78565,0.79615,0.8628,0.56421,1.23992,0.92265,1.51606,0.002971,0.002971,0.002971
73,3496.13,1.10286,0.88834,1.27203,0.8126,0.80789,0.87828,0.58067,1.22529,0.87536,1.51698,0.002872,0.002872,0.002872
74,3543.36,1.09079,0.8649,1.26617,0.77872,0.80942,0.8659,0.5684,1.26297,0.90701,1.53132,0.002773,0.002773,0.002773
75,3590.44,1.10031,0.85873,1.27191,0.79146,0.81176,0.87418,0.5707,1.23793,0.91342,1.51805,0.002674,0.002674,0.002674
76,3637.57,1.08592,0.84713,1.26277,0.78874,0.82436,0.87595,0.57594,1.23345,0.88374,1.51707,0.002575,0.002575,0.002575
77,3684.61,1.07937,0.84471,1.26279,0.77799,0.82078,0.86746,0.57237,1.22717,0.88004,1.51209,0.002476,0.002476,0.002476
78,3731.73,1.08969,0.85075,1.27472,0.8078,0.82655,0.88601,0.58359,1.22414,0.87398,1.50842,0.002377,0.002377,0.002377
79,3778.85,1.07758,0.84613,1.2606,0.78356,0.83141,0.87429,0.5781,1.22848,0.87213,1.51351,0.002278,0.002278,0.002278
80,3825.96,1.0676,0.83651,1.25131,0.794,0.82204,0.87783,0.58646,1.23189,0.87044,1.51202,0.002179,0.002179,0.002179
81,3873.11,1.06988,0.82653,1.26057,0.82395,0.81955,0.88917,0.58558,1.23099,0.8447,1.50795,0.00208,0.00208,0.00208
82,3920.17,1.06705,0.82728,1.24893,0.79648,0.8224,0.87803,0.58027,1.23491,0.87332,1.52174,0.001981,0.001981,0.001981
83,3967.18,1.05531,0.81622,1.23892,0.82209,0.83135,0.89275,0.58959,1.23472,0.84685,1.50901,0.001882,0.001882,0.001882
84,4014.34,1.06031,0.80213,1.24989,0.81032,0.84462,0.88728,0.5897,1.21984,0.83205,1.5019,0.001783,0.001783,0.001783
85,4061.5,1.0651,0.8082,1.2504,0.80091,0.83842,0.88497,0.58871,1.2305,0.85386,1.51144,0.001684,0.001684,0.001684
86,4108.53,1.06001,0.80099,1.24696,0.81126,0.8249,0.88736,0.58943,1.22912,0.8405,1.50679,0.001585,0.001585,0.001585
87,4155.58,1.05319,0.79909,1.24363,0.82607,0.84057,0.88784,0.59179,1.23366,0.84107,1.50992,0.001486,0.001486,0.001486
88,4202.81,1.05838,0.80449,1.25256,0.79334,0.8447,0.88118,0.58271,1.23764,0.84463,1.51706,0.001387,0.001387,0.001387
89,4249.86,1.03771,0.77601,1.22747,0.82281,0.83114,0.89055,0.58929,1.23886,0.82628,1.51822,0.001288,0.001288,0.001288
90,4296.96,1.04457,0.79133,1.23196,0.80442,0.82537,0.88167,0.58397,1.23163,0.8363,1.51697,0.001189,0.001189,0.001189
91,4344.87,0.98947,0.6472,1.25663,0.80661,0.81715,0.88093,0.5834,1.23774,0.85571,1.52468,0.00109,0.00109,0.00109
92,4391.85,0.98061,0.63521,1.24896,0.822,0.83064,0.88695,0.59307,1.21949,0.8145,1.49846,0.000991,0.000991,0.000991
93,4438.9,0.96636,0.62365,1.23599,0.81566,0.84924,0.88859,0.59295,1.22219,0.81253,1.5001,0.000892,0.000892,0.000892
94,4485.9,0.96524,0.6113,1.23083,0.83084,0.84282,0.89652,0.59506,1.21212,0.81438,1.50569,0.000793,0.000793,0.000793
95,4532.96,0.95571,0.59708,1.23111,0.83158,0.84939,0.89046,0.59359,1.2168,0.80275,1.50148,0.000694,0.000694,0.000694
96,4579.86,0.95272,0.60137,1.23481,0.82519,0.85447,0.89608,0.5988,1.21313,0.80077,1.50604,0.000595,0.000595,0.000595
97,4626.91,0.94695,0.59484,1.22989,0.84029,0.86191,0.90262,0.60241,1.21942,0.78184,1.50386,0.000496,0.000496,0.000496
98,4674,0.94282,0.59505,1.21825,0.82756,0.85309,0.8988,0.60003,1.21157,0.78821,1.49595,0.000397,0.000397,0.000397
99,4721.02,0.93564,0.59315,1.21976,0.84525,0.85029,0.90188,0.60057,1.21433,0.7876,1.50277,0.000298,0.000298,0.000298
100,4767.98,0.93711,0.58652,1.22344,0.83735,0.8595,0.89874,0.59938,1.21849,0.79022,1.50243,0.000199,0.000199,0.000199
