epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,521.939,1.31861,1.4111,1.34449,0.52721,0.55724,0.57521,0.34886,1.37506,1.84902,1.55806,0.008713,0.008713,0.008713
15,556.531,1.29495,1.35303,1.32917,0.54226,0.5714,0.60519,0.3607,1.37029,1.66647,1.55999,0.008614,0.008614,0.008614
16,591.119,1.28757,1.35816,1.32343,0.52985,0.57285,0.57319,0.35003,1.35563,1.79558,1.55937,0.008515,0.008515,0.008515
17,625.79,1.27436,1.30013,1.31633,0.56299,0.59979,0.59761,0.33986,1.4207,1.78897,1.62768,0.008416,0.008416,0.008416
18,660.252,1.27177,1.30454,1.3213,0.64167,0.61573,0.69151,0.42943,1.32117,1.54612,1.50838,0.008317,0.008317,0.008317
19,694.921,1.27404,1.28935,1.31876,0.56476,0.64309,0.66992,0.38967,1.38668,1.5153,1.59107,0.008218,0.008218,0.008218
20,729.452,1.28044,1.29524,1.32988,0.61691,0.65879,0.71516,0.43391,1.33441,1.42656,1.52236,0.008119,0.008119,0.008119
21,764.191,1.25258,1.20633,1.29229,0.61787,0.67155,0.69113,0.4224,1.31513,1.47528,1.52016,0.00802,0.00802,0.00802
22,798.738,1.26556,1.22179,1.30206,0.6149,0.6511,0.68122,0.41023,1.3331,1.51883,1.52761,0.007921,0.007921,0.007921
23,833.276,1.23762,1.179,1.29336,0.6068,0.6702,0.70892,0.43647,1.32003,1.37076,1.52066,0.007822,0.007822,0.007822
24,868.047,1.23275,1.16382,1.2972,0.63455,0.69634,0.72553,0.44874,1.308,1.36861,1.51348,0.007723,0.007723,0.007723
25,902.644,1.24162,1.17436,1.30135,0.71131,0.66891,0.74892,0.46791,1.30805,1.29792,1.48614,0.007624,0.007624,0.007624
26,937.276,1.21978,1.13638,1.28226,0.59698,0.64623,0.65986,0.40678,1.33882,1.57979,1.53297,0.007525,0.007525,0.007525
27,971.984,1.2307,1.12603,1.28604,0.69393,0.69048,0.77227,0.48066,1.3122,1.26793,1.48934,0.007426,0.007426,0.007426
28,1006.89,1.21878,1.1077,1.28138,0.67898,0.73485,0.76161,0.47618,1.28857,1.2271,1.46433,0.007327,0.007327,0.007327
29,1041.54,1.22177,1.08152,1.27651,0.7244,0.73374,0.78095,0.48848,1.29568,1.19575,1.47355,0.007228,0.007228,0.007228
30,1076.18,1.21507,1.0641,1.27391,0.71568,0.72653,0.79623,0.49075,1.31287,1.2133,1.4924,0.007129,0.007129,0.007129
31,1110.79,1.18693,1.05053,1.26983,0.70832,0.76315,0.80472,0.50579,1.26934,1.13967,1.46128,0.00703,0.00703,0.00703
32,1145.43,1.18524,1.04107,1.25075,0.73086,0.72071,0.78832,0.49927,1.29693,1.16048,1.47631,0.006931,0.006931,0.006931
33,1179.89,1.18429,1.03402,1.26616,0.74912,0.72657,0.80119,0.49979,1.29136,1.14627,1.47784,0.006832,0.006832,0.006832
34,1214.38,1.20335,1.03962,1.27512,0.72453,0.74971,0.7822,0.49201,1.29343,1.12612,1.46226,0.006733,0.006733,0.006733
35,1248.83,1.18916,1.01332,1.26319,0.74495,0.7852,0.8213,0.51199,1.285,1.10637,1.47032,0.006634,0.006634,0.006634
36,1283.38,1.17966,1.00252,1.2585,0.75045,0.74667,0.81778,0.50856,1.29098,1.08787,1.4575,0.006535,0.006535,0.006535
37,1317.92,1.17269,0.99385,1.25549,0.71985,0.74783,0.80192,0.50638,1.26307,1.1991,1.44285,0.006436,0.006436,0.006436
38,1352.52,1.185,0.991,1.24618,0.72009,0.76944,0.82107,0.50684,1.28947,1.0791,1.46207,0.006337,0.006337,0.006337
39,1386.99,1.16503,0.95204,1.24289,0.73878,0.75489,0.80993,0.50324,1.31594,1.0992,1.45543,0.006238,0.006238,0.006238
40,1421.53,1.17465,0.96958,1.24638,0.69135,0.78718,0.80366,0.5038,1.28503,1.10591,1.4592,0.006139,0.006139,0.006139
41,1456.08,1.16498,0.93048,1.2332,0.73179,0.79736,0.81974,0.51779,1.24655,1.04837,1.44708,0.00604,0.00604,0.00604
42,1490.71,1.15495,0.95065,1.23241,0.76146,0.81243,0.8464,0.5302,1.26605,1.02962,1.43911,0.005941,0.005941,0.005941
43,1525.32,1.14751,0.92909,1.23787,0.76376,0.81674,0.84588,0.52996,1.3112,0.99255,1.47762,0.005842,0.005842,0.005842
44,1559.93,1.1527,0.93844,1.23275,0.77536,0.80421,0.83174,0.51712,1.29021,1.00253,1.46535,0.005743,0.005743,0.005743
45,1594.45,1.14521,0.91787,1.22425,0.75773,0.79392,0.83248,0.52546,1.26568,1.06144,1.43733,0.005644,0.005644,0.005644
46,1628.99,1.1367,0.91085,1.22655,0.79437,0.80979,0.84148,0.5284,1.25295,1.02551,1.40973,0.005545,0.005545,0.005545
47,1663.52,1.13564,0.89619,1.22337,0.78046,0.81111,0.83868,0.53663,1.24795,0.98972,1.41685,0.005446,0.005446,0.005446
48,1697.92,1.11917,0.89429,1.2204,0.75592,0.76829,0.83645,0.53346,1.27936,1.05357,1.43339,0.005347,0.005347,0.005347
49,1732.46,1.12556,0.90399,1.22017,0.76231,0.82203,0.84361,0.54325,1.26194,0.97787,1.4429,0.005248,0.005248,0.005248
50,1767.08,1.13403,0.87858,1.22832,0.77507,0.80175,0.85686,0.53754,1.27174,0.96686,1.45297,0.005149,0.005149,0.005149
51,1801.5,1.12161,0.86349,1.21227,0.80393,0.82557,0.86427,0.54267,1.27992,0.9471,1.44089,0.00505,0.00505,0.00505
52,1836.06,1.11221,0.86479,1.21262,0.8042,0.80031,0.85484,0.53943,1.26488,0.95527,1.43756,0.004951,0.004951,0.004951
53,1870.51,1.10962,0.85469,1.20201,0.8129,0.80424,0.85881,0.53839,1.26477,0.92548,1.43629,0.004852,0.004852,0.004852
54,1905.06,1.11399,0.86556,1.21317,0.78543,0.84652,0.85845,0.55044,1.26718,0.94964,1.42724,0.004753,0.004753,0.004753
55,1939.65,1.10106,0.8467,1.20473,0.7981,0.81016,0.85541,0.54532,1.26889,0.95102,1.44587,0.004654,0.004654,0.004654
56,1974.07,1.0981,0.84926,1.21141,0.82793,0.82414,0.87324,0.55407,1.27173,0.93449,1.42863,0.004555,0.004555,0.004555
57,2008.75,1.11173,0.85557,1.21187,0.80268,0.81653,0.85611,0.54621,1.27868,0.94814,1.43418,0.004456,0.004456,0.004456
58,2043.22,1.09606,0.83494,1.20401,0.77755,0.83227,0.86145,0.54538,1.26838,0.95416,1.44863,0.004357,0.004357,0.004357
59,2077.64,1.10192,0.83199,1.20624,0.77647,0.8329,0.85105,0.54068,1.24411,0.90652,1.42803,0.004258,0.004258,0.004258
60,2112.23,1.07708,0.79844,1.19497,0.84192,0.85908,0.88497,0.56594,1.26201,0.85191,1.39893,0.004159,0.004159,0.004159
61,2146.7,1.06501,0.78909,1.17738,0.82344,0.80686,0.87152,0.55502,1.27873,0.87595,1.42938,0.00406,0.00406,0.00406
62,2181.13,1.07426,0.80617,1.19385,0.814,0.8476,0.88197,0.56249,1.24991,0.88403,1.41589,0.003961,0.003961,0.003961
63,2215.64,1.07294,0.80477,1.1878,0.79134,0.85031,0.88012,0.57094,1.24348,0.88254,1.42854,0.003862,0.003862,0.003862
64,2250.22,1.07041,0.77971,1.18716,0.81404,0.8441,0.88517,0.57194,1.25456,0.85175,1.41782,0.003763,0.003763,0.003763
65,2284.85,1.07136,0.78364,1.18699,0.81402,0.85066,0.88364,0.56272,1.24303,0.86187,1.41497,0.003664,0.003664,0.003664
66,2319.31,1.06615,0.78296,1.18652,0.82021,0.83682,0.89198,0.57326,1.25431,0.8615,1.40657,0.003565,0.003565,0.003565
67,2353.87,1.06822,0.77622,1.18108,0.82856,0.84961,0.8864,0.57177,1.23692,0.86581,1.40469,0.003466,0.003466,0.003466
68,2388.36,1.057,0.7675,1.1719,0.82439,0.83381,0.88539,0.56751,1.24983,0.85005,1.40775,0.003367,0.003367,0.003367
69,2422.89,1.06089,0.76734,1.17929,0.82257,0.85785,0.88425,0.55996,1.26357,0.85659,1.42103,0.003268,0.003268,0.003268
70,2457.33,1.04946,0.75157,1.17241,0.84561,0.84509,0.89719,0.57234,1.25222,0.83701,1.42152,0.003169,0.003169,0.003169
71,2491.65,1.03387,0.7367,1.16286,0.85568,0.84203,0.9066,0.57589,1.25459,0.84015,1.42901,0.00307,0.00307,0.00307
72,2525.99,1.03025,0.7461,1.16753,0.82111,0.85575,0.88938,0.57374,1.2296,0.8306,1.4015,0.002971,0.002971,0.002971
73,2560.34,1.03931,0.742,1.16497,0.84954,0.83514,0.90188,0.58074,1.23391,0.8216,1.4043,0.002872,0.002872,0.002872
74,2594.81,1.02081,0.73351,1.15972,0.83555,0.86592,0.90396,0.57898,1.24983,0.80862,1.41022,0.002773,0.002773,0.002773
75,2629.12,1.0224,0.72217,1.15585,0.85238,0.86527,0.8996,0.58737,1.24267,0.7941,1.41636,0.002674,0.002674,0.002674
76,2663.6,1.01936,0.71964,1.15433,0.8508,0.8348,0.88835,0.56958,1.27099,0.8173,1.42305,0.002575,0.002575,0.002575
77,2697.88,1.02756,0.73066,1.15669,0.85077,0.8651,0.89636,0.57692,1.25756,0.80944,1.41199,0.002476,0.002476,0.002476
78,2732.22,1.01445,0.71342,1.15327,0.86164,0.86096,0.90606,0.58019,1.25545,0.77967,1.43157,0.002377,0.002377,0.002377
79,2766.51,1.01504,0.71331,1.15465,0.86692,0.8521,0.90244,0.58154,1.23964,0.79134,1.40401,0.002278,0.002278,0.002278
80,2800.79,1.00142,0.71378,1.14786,0.87247,0.84805,0.90572,0.58556,1.25363,0.78369,1.40855,0.002179,0.002179,0.002179
81,2835.11,1.00576,0.7059,1.14742,0.84302,0.86116,0.90326,0.58425,1.23242,0.79513,1.39736,0.00208,0.00208,0.00208
82,2869.53,0.99931,0.69487,1.13975,0.84199,0.85421,0.9024,0.58945,1.24091,0.77534,1.39889,0.001981,0.001981,0.001981
83,2903.99,1.00166,0.70331,1.1424,0.8526,0.87725,0.90598,0.58716,1.23103,0.76841,1.39354,0.001882,0.001882,0.001882
84,2938.36,0.98415,0.68201,1.13105,0.86419,0.87184,0.90354,0.57982,1.26127,0.78579,1.42842,0.001783,0.001783,0.001783
85,2972.73,0.98909,0.68334,1.13879,0.85262,0.87541,0.91795,0.59255,1.23425,0.76768,1.40168,0.001684,0.001684,0.001684
86,3007.13,0.98316,0.66919,1.13383,0.86286,0.87524,0.91281,0.58638,1.24606,0.76039,1.41132,0.001585,0.001585,0.001585
87,3041.47,0.989,0.68013,1.13601,0.86273,0.86259,0.90872,0.58354,1.25728,0.77555,1.42225,0.001486,0.001486,0.001486
88,3075.79,0.97435,0.66796,1.136,0.86361,0.87171,0.91558,0.58732,1.26059,0.76831,1.42634,0.001387,0.001387,0.001387
89,3110.12,0.97352,0.65959,1.12046,0.87253,0.88695,0.9186,0.59012,1.24906,0.73716,1.40123,0.001288,0.001288,0.001288
90,3144.49,0.96479,0.65146,1.11576,0.8622,0.87316,0.90745,0.58767,1.2431,0.75823,1.41335,0.001189,0.001189,0.001189
91,3179.83,0.8939,0.5317,1.10509,0.86095,0.87292,0.91185,0.58939,1.25925,0.75992,1.43567,0.00109,0.00109,0.00109
92,3214.03,0.88754,0.52275,1.1021,0.86609,0.88557,0.91644,0.58766,1.24875,0.74453,1.41018,0.000991,0.000991,0.000991
93,3248.15,0.88394,0.51237,1.09923,0.86946,0.87967,0.9182,0.5901,1.2524,0.73095,1.42673,0.000892,0.000892,0.000892
94,3282.21,0.87756,0.50041,1.09335,0.87154,0.88255,0.91967,0.58928,1.24991,0.72976,1.40962,0.000793,0.000793,0.000793
95,3316.34,0.86497,0.50134,1.09156,0.86896,0.89694,0.91935,0.58583,1.26152,0.72933,1.4188,0.000694,0.000694,0.000694
96,3350.42,0.86385,0.49492,1.09272,0.87689,0.88996,0.92197,0.59444,1.24089,0.71885,1.40852,0.000595,0.000595,0.000595
97,3384.62,0.85779,0.49324,1.08613,0.88255,0.89178,0.92389,0.59745,1.25532,0.72617,1.41251,0.000496,0.000496,0.000496
98,3418.9,0.85557,0.49106,1.08171,0.89199,0.89371,0.92534,0.59209,1.25564,0.71904,1.41442,0.000397,0.000397,0.000397
99,3453.02,0.8522,0.48283,1.08354,0.88425,0.89615,0.92415,0.59471,1.25509,0.71413,1.42034,0.000298,0.000298,0.000298
100,3487.24,0.85113,0.47798,1.0801,0.88689,0.89714,0.92337,0.59515,1.25532,0.71391,1.41673,0.000199,0.000199,0.000199
