image_name,split_before,split_after,capture_date,device_key,n_boxes
IMG_20240228_133145_jpg.rf.32e0fde81759f7a8537242db2855eacb.jpg,valid,train,20240228,FAMILY:ts_underscore,1
IMG_20240228_133157_jpg.rf.d70e335ab2ad2faff338c04140bf0ad0.jpg,valid,train,20240228,FAMILY:ts_underscore,3
IMG_20240228_140706_jpg.rf.214f5e6277b67f04ad674906895b07b6.jpg,valid,train,20240228,FAMILY:ts_underscore,2
IMG_20240228_140815_jpg.rf.0fc58ed0e20fcf6467978f064c476d4c.jpg,valid,train,20240228,FAMILY:ts_underscore,3
IMG_20240228_141143_jpg.rf.24051972c5612bc140f79ab068eb4955.jpg,valid,train,20240228,FAMILY:ts_underscore,4
IMG_20240228_141157_jpg.rf.01c9834cda16d31f1dc6fc82e99da96f.jpg,valid,train,20240228,FAMILY:ts_underscore,5
IMG_20240228_141414_jpg.rf.11f74cde8d660e422948f7a65e3aeb39.jpg,valid,train,20240228,FAMILY:ts_underscore,2
IMG_20240228_141423_jpg.rf.4d0132b14893fff96b1dbc013c0e4f5a.jpg,valid,train,20240228,FAMILY:ts_underscore,3
IMG_20240228_141431_jpg.rf.bc414e36881894ae5ecb7121f8e2c5f9.jpg,valid,train,20240228,FAMILY:ts_underscore,4
IMG_20240303_110113_jpg.rf.fb62f492b083015fdbe1616b656736a3.jpg,test,train,20240303,FAMILY:ts_underscore,2
IMG_20240303_110604_jpg.rf.1033f92201cc3324da1c2f00b0e3974d.jpg,test,train,20240303,FAMILY:ts_underscore,1
IMG_20240303_110630_jpg.rf.1176c195789691d982eb0bca61ddea99.jpg,test,train,20240303,FAMILY:ts_underscore,2
IMG_20240303_111418_jpg.rf.298073f14d4d6fae76bed658a68b548d.jpg,test,train,20240303,FAMILY:ts_underscore,5
IMG_20240306_115359_jpg.rf.f83563399930f4acbab54f7b7ae3c549.jpg,valid,train,20240306,FAMILY:ts_underscore,3
IMG_5226_JPG.rf.7a34f49f951e96c6b4abda80f98b1fd4.jpg,train,test,<untimestamped:counter>,FAMILY:counter,6
IMG_5241_JPG.rf.6d24f3d13eefa941b85b3a9241e894dc.jpg,train,valid,<untimestamped:counter>,FAMILY:counter,9
IMG_5244_JPG.rf.78eb2e5de5b1db36ab2ce05d3a84c547.jpg,train,valid,<untimestamped:counter>,FAMILY:counter,8
IMG_5245_JPG.rf.fe339103dff33b7b2327a8b2d13598cd.jpg,train,test,<untimestamped:counter>,FAMILY:counter,8
IMG_5256_JPG.rf.d29ef020c8b083c2161d8dbabb6a6b7c.jpg,train,valid,<untimestamped:counter>,FAMILY:counter,8
IMG_5291_JPG.rf.3741ac336f17b8d45cd2bc8d21d3bec8.jpg,train,test,<untimestamped:counter>,FAMILY:counter,9
IMG_5302_JPG.rf.866ab065dc2584215824b5c6877f3d3e.jpg,train,valid,<untimestamped:counter>,FAMILY:counter,7
IMG_5308_JPG.rf.f40f27b2acebd2409c93726a631fd34e.jpg,train,valid,<untimestamped:counter>,FAMILY:counter,7
