cluster_id,device_key,cluster_size,splits_present,is_crossing,split,stem,date,time
40,FAMILY:ts_compact,1,test,False,test,IMG20241118161536,20241118,161536
41,FAMILY:ts_compact,1,train,False,train,IMG20241118161548,20241118,161548
42,FAMILY:ts_compact,1,train,False,train,IMG20241118161624,20241118,161624
43,FAMILY:ts_compact,1,valid,False,valid,IMG20241118161632,20241118,161632
44,FAMILY:ts_compact,1,train,False,train,IMG20241118161711,20241118,161711
45,FAMILY:ts_compact,1,train,False,train,IMG20241118161717,20241118,161717
46,FAMILY:ts_compact,1,train,False,train,IMG20241118161841,20241118,161841
47,FAMILY:ts_compact,1,valid,False,valid,IMG20241118161851,20241118,161851
48,FAMILY:ts_compact,1,train,False,train,IMG20241118161943,20241118,161943
49,FAMILY:ts_compact_sub,1,train,False,train,IMG20241118160515_01,20241118,160515
50,ONEPLUS_NORD,1,train,False,train,IMG20240219113638,20240219,113638
51,ONEPLUS_NORD,1,train,False,train,IMG20240219113649,20240219,113649
52,ONEPLUS_NORD,1,train,False,train,IMG20240219113715,20240219,113715
53,ONEPLUS_NORD,1,train,False,train,IMG20240219113726,20240219,113726
54,ONEPLUS_NORD,1,train,False,train,IMG20240219113745,20240219,113745
55,ONEPLUS_NORD,1,train,False,train,IMG20240219113811,20240219,113811
56,ONEPLUS_NORD,2,train,False,train,IMG20240219113827,20240219,113827
56,ONEPLUS_NORD,2,train,False,train,IMG20240219113831,20240219,113831
57,ONEPLUS_NORD,1,train,False,train,IMG20240219113846,20240219,113846
58,ONEPLUS_NORD,1,train,False,train,IMG20240219113926,20240219,113926
59,ONEPLUS_NORD,1,train,False,train,IMG20240219114019,20240219,114019
60,ONEPLUS_NORD,3,train,False,train,IMG20240219114129,20240219,114129
60,ONEPLUS_NORD,3,train,False,train,IMG20240219114134,20240219,114134
60,ONEPLUS_NORD,3,train,False,train,IMG20240219114137,20240219,114137
61,ONEPLUS_NORD,1,train,False,train,IMG20240219114212,20240219,114212
62,ONEPLUS_NORD,1,train,False,train,IMG20240219114248,20240219,114248
63,ONEPLUS_NORD,1,train,False,train,IMG20240219114301,20240219,114301
64,ONEPLUS_NORD,1,train,False,train,IMG20240219114308,20240219,114308
65,ONEPLUS_NORD,1,train,False,train,IMG20240219114447,20240219,114447
66,ONEPLUS_NORD,1,train,False,train,IMG20240219114504,20240219,114504
67,ONEPLUS_NORD,1,train,False,train,IMG20240219114702,20240219,114702
68,ONEPLUS_NORD,1,train,False,train,IMG20240219114753,20240219,114753
69,ONEPLUS_NORD,1,train,False,train,IMG20240219114836,20240219,114836
70,ONEPLUS_NORD,1,train,False,train,IMG20240219114926,20240219,114926
71,ONEPLUS_NORD,1,train,False,train,IMG20240219114955,20240219,114955
72,ONEPLUS_NORD,1,train,False,train,IMG20240219115229,20240219,115229
73,ONEPLUS_NORD,1,train,False,train,IMG20240219115245,20240219,115245
74,ONEPLUS_NORD,1,train,False,train,IMG20240219115331,20240219,115331
75,ONEPLUS_NORD,1,train,False,train,IMG20240219115446,20240219,115446
76,ONEPLUS_NORD,1,train,False,train,IMG20240219120243,20240219,120243
77,ONEPLUS_NORD,1,train,False,train,IMG20240219120257,20240219,120257
78,ONEPLUS_NORD,2,train,False,train,IMG20240219120325,20240219,120325
78,ONEPLUS_NORD,2,train,False,train,IMG20240219120330,20240219,120330
79,ONEPLUS_NORD,1,train,False,train,IMG20240220114456,20240220,114456
80,ONEPLUS_NORD,1,train,False,train,IMG20240220114517,20240220,114517
81,ONEPLUS_NORD,1,train,False,train,IMG20240220114530,20240220,114530
82,ONEPLUS_NORD,1,train,False,train,IMG20240220114538,20240220,114538
83,ONEPLUS_NORD,1,train,False,train,IMG20240220114548,20240220,114548
84,ONEPLUS_NORD,1,train,False,train,IMG20240220114626,20240220,114626
85,ONEPLUS_NORD,1,train,False,train,IMG20240220114727,20240220,114727
86,ONEPLUS_NORD,1,train,False,train,IMG20240220114741,20240220,114741
87,ONEPLUS_NORD,1,train,False,train,IMG20240220114804,20240220,114804
88,ONEPLUS_NORD,1,train,False,train,IMG20240220115011,20240220,115011
89,ONEPLUS_NORD,2,train,False,train,IMG20240220115056,20240220,115056
89,ONEPLUS_NORD,2,train,False,train,IMG20240220115100,20240220,115100
90,ONEPLUS_NORD,1,train,False,train,IMG20240220115109,20240220,115109
91,ONEPLUS_NORD,1,train,False,train,IMG20240220115220,20240220,115220
92,ONEPLUS_NORD,1,train,False,train,IMG20240220115236,20240220,115236
93,ONEPLUS_NORD,1,train,False,train,IMG20240220115305,20240220,115305
94,ONEPLUS_NORD,1,train,False,train,IMG20240220115311,20240220,115311
95,ONEPLUS_NORD,1,train,False,train,IMG20240220115326,20240220,115326
96,ONEPLUS_NORD,1,train,False,train,IMG20240220115423,20240220,115423
97,ONEPLUS_NORD,1,train,False,train,IMG20240220115433,20240220,115433
98,ONEPLUS_NORD,1,train,False,train,IMG20240220115509,20240220,115509
99,ONEPLUS_NORD,1,train,False,train,IMG20240220115520,20240220,115520
100,ONEPLUS_NORD,1,train,False,train,IMG20240220115613,20240220,115613
101,ONEPLUS_NORD,1,train,False,train,IMG20240220115628,20240220,115628
102,ONEPLUS_NORD,1,train,False,train,IMG20240220115659,20240220,115659
103,ONEPLUS_NORD,1,train,False,train,IMG20240220115710,20240220,115710
104,ONEPLUS_NORD,1,train,False,train,IMG20240220115805,20240220,115805
105,ONEPLUS_NORD,1,train,False,train,IMG20240220115829,20240220,115829
106,ONEPLUS_NORD,1,train,False,train,IMG20240220115854,20240220,115854
107,ONEPLUS_NORD,1,train,False,train,IMG20240220115900,20240220,115900
108,ONEPLUS_NORD,1,train,False,train,IMG20240220115915,20240220,115915
109,ONEPLUS_NORD,1,train,False,train,IMG20240220120021,20240220,120021
110,ONEPLUS_NORD,1,train,False,train,IMG20240220120113,20240220,120113
111,ONEPLUS_NORD,3,train,False,train,IMG20240220120321,20240220,120321
111,ONEPLUS_NORD,3,train,False,train,IMG20240220120325,20240220,120325
111,ONEPLUS_NORD,3,train,False,train,IMG20240220120328,20240220,120328
112,ONEPLUS_NORD,1,train,False,train,IMG20240220120353,20240220,120353
113,ONEPLUS_NORD,1,train,False,train,IMG20240220120402,20240220,120402
114,ONEPLUS_NORD,1,train,False,train,IMG20240220120432,20240220,120432
115,ONEPLUS_NORD,1,train,False,train,IMG20240220120453,20240220,120453
116,ONEPLUS_NORD,1,train,False,train,IMG20240220120525,20240220,120525
117,ONEPLUS_NORD,1,train,False,train,IMG20240220120634,20240220,120634
118,ONEPLUS_NORD,1,train,False,train,IMG20240220120706,20240220,120706
119,ONEPLUS_NORD,1,train,False,train,IMG20240220120712,20240220,120712
120,ONEPLUS_NORD,1,train,False,train,IMG20240220120801,20240220,120801
121,ONEPLUS_NORD,1,train,False,train,IMG20240220120808,20240220,120808
122,ONEPLUS_NORD,2,train,False,train,IMG20240220120856,20240220,120856
122,ONEPLUS_NORD,2,train,False,train,IMG20240220120900,20240220,120900
123,ONEPLUS_NORD,1,train,False,train,IMG20240220121103,20240220,121103
124,ONEPLUS_NORD,1,train,False,train,IMG20240220121114,20240220,121114
125,ONEPLUS_NORD,1,train,False,train,IMG20240220121138,20240220,121138
126,ONEPLUS_NORD,1,train,False,train,IMG20240220121238,20240220,121238
127,ONEPLUS_NORD,1,train,False,train,IMG20240220121249,20240220,121249
128,ONEPLUS_NORD,1,train,False,train,IMG20240220121305,20240220,121305
129,ONEPLUS_NORD,1,train,False,train,IMG20240220121315,20240220,121315
130,ONEPLUS_NORD,1,train,False,train,IMG20240220121322,20240220,121322
131,ONEPLUS_NORD,1,train,False,train,IMG20240220121349,20240220,121349
132,ONEPLUS_NORD,2,train,False,train,IMG20240220121408,20240220,121408
132,ONEPLUS_NORD,2,train,False,train,IMG20240220121412,20240220,121412
133,ONEPLUS_NORD,1,train,False,train,IMG20240220121429,20240220,121429
134,ONEPLUS_NORD,1,train,False,train,IMG20240220121458,20240220,121458
135,ONEPLUS_NORD,1,train,False,train,IMG20240220121511,20240220,121511
136,ONEPLUS_NORD,1,train,False,train,IMG20240220121528,20240220,121528
137,ONEPLUS_NORD,1,train,False,train,IMG20240220121541,20240220,121541
138,ONEPLUS_NORD,1,train,False,train,IMG20240220121605,20240220,121605
139,ONEPLUS_NORD,1,train,False,train,IMG20240220121621,20240220,121621
140,ONEPLUS_NORD,2,train,False,train,IMG20240220121641,20240220,121641
140,ONEPLUS_NORD,2,train,False,train,IMG20240220121646,20240220,121646
141,ONEPLUS_NORD,1,train,False,train,IMG20240220121703,20240220,121703
142,ONEPLUS_NORD,1,train,False,train,IMG20240220121750,20240220,121750
143,ONEPLUS_NORD,2,train,False,train,IMG20240220121756,20240220,121756
143,ONEPLUS_NORD,2,train,False,train,IMG20240220121800,20240220,121800
144,ONEPLUS_NORD,1,train,False,train,IMG20240220122108,20240220,122108
145,ONEPLUS_NORD,1,train,False,train,IMG20240220122124,20240220,122124
146,ONEPLUS_NORD,1,train,False,train,IMG20240220122137,20240220,122137
147,ONEPLUS_NORD,1,train,False,train,IMG20240220122146,20240220,122146
148,ONEPLUS_NORD,1,train,False,train,IMG20240220122153,20240220,122153
149,ONEPLUS_NORD,1,train,False,train,IMG20240220122219,20240220,122219
150,ONEPLUS_NORD,2,train,False,train,IMG20240220122231,20240220,122231
150,ONEPLUS_NORD,2,train,False,train,IMG20240220122236,20240220,122236
151,ONEPLUS_NORD,1,train,False,train,IMG20240220122259,20240220,122259
152,ONEPLUS_NORD,2,train,False,train,IMG20240220122320,20240220,122320
152,ONEPLUS_NORD,2,train,False,train,IMG20240220122323,20240220,122323
153,ONEPLUS_NORD,1,train,False,train,IMG20240220122330,20240220,122330
154,ONEPLUS_NORD,1,valid,False,valid,IMG20240228122809,20240228,122809
155,ONEPLUS_NORD,1,valid,False,valid,IMG20240228122902,20240228,122902
156,ONEPLUS_NORD,1,valid,False,valid,IMG20240228122949,20240228,122949
157,ONEPLUS_NORD,1,valid,False,valid,IMG20240228122955,20240228,122955
158,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123001,20240228,123001
159,ONEPLUS_NORD,1,train,False,train,IMG20240228123032,20240228,123032
160,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123115,20240228,123115
161,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123131,20240228,123131
162,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123218,20240228,123218
163,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123246,20240228,123246
164,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123253,20240228,123253
165,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123322,20240228,123322
166,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123330,20240228,123330
167,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123402,20240228,123402
168,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123408,20240228,123408
169,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123449,20240228,123449
170,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123455,20240228,123455
171,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123512,20240228,123512
172,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123522,20240228,123522
173,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123605,20240228,123605
174,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123614,20240228,123614
175,ONEPLUS_NORD,1,train,False,train,IMG20240228123642,20240228,123642
176,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123708,20240228,123708
177,ONEPLUS_NORD,1,train,False,train,IMG20240228123723,20240228,123723
178,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123750,20240228,123750
179,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123816,20240228,123816
180,ONEPLUS_NORD,1,valid,False,valid,IMG20240228123839,20240228,123839
181,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124228,20240228,124228
182,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124247,20240228,124247
183,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124330,20240228,124330
184,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124357,20240228,124357
185,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124412,20240228,124412
186,ONEPLUS_NORD,2,train|valid,True,valid,IMG20240228124440,20240228,124440
186,ONEPLUS_NORD,2,train|valid,True,train,IMG20240228124445,20240228,124445
187,ONEPLUS_NORD,1,train,False,train,IMG20240228124453,20240228,124453
188,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124555,20240228,124555
189,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124606,20240228,124606
190,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124711,20240228,124711
191,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124718,20240228,124718
192,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124759,20240228,124759
193,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124816,20240228,124816
194,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124844,20240228,124844
195,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124919,20240228,124919
196,ONEPLUS_NORD,1,valid,False,valid,IMG20240228124925,20240228,124925
197,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125011,20240228,125011
198,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125017,20240228,125017
199,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125025,20240228,125025
200,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125228,20240228,125228
201,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125312,20240228,125312
202,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125354,20240228,125354
203,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125428,20240228,125428
204,ONEPLUS_NORD,1,train,False,train,IMG20240228125647,20240228,125647
205,ONEPLUS_NORD,1,test,False,test,IMG20240228125654,20240228,125654
206,ONEPLUS_NORD,1,train,False,train,IMG20240228125705,20240228,125705
207,ONEPLUS_NORD,1,test,False,test,IMG20240228125738,20240228,125738
208,ONEPLUS_NORD,1,test,False,test,IMG20240228125746,20240228,125746
209,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125752,20240228,125752
210,ONEPLUS_NORD,1,test,False,test,IMG20240228125809,20240228,125809
211,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125831,20240228,125831
212,ONEPLUS_NORD,1,valid,False,valid,IMG20240228125846,20240228,125846
213,ONEPLUS_NORD,3,test|valid,True,valid,IMG20240228130031,20240228,130031
213,ONEPLUS_NORD,3,test|valid,True,valid,IMG20240228130036,20240228,130036
213,ONEPLUS_NORD,3,test|valid,True,test,IMG20240228130041,20240228,130041
214,ONEPLUS_NORD,1,valid,False,valid,IMG20240228130254,20240228,130254
215,ONEPLUS_NORD,1,valid,False,valid,IMG20240228130308,20240228,130308
216,ONEPLUS_NORD,1,test,False,test,IMG20240228130337,20240228,130337
217,ONEPLUS_NORD,1,test,False,test,IMG20240228130343,20240228,130343
218,ONEPLUS_NORD,1,valid,False,valid,IMG20240228130425,20240228,130425
219,ONEPLUS_NORD,1,test,False,test,IMG20240228130509,20240228,130509
220,ONEPLUS_NORD,1,valid,False,valid,IMG20240228130517,20240228,130517
221,ONEPLUS_NORD,1,valid,False,valid,IMG20240228130615,20240228,130615
222,ONEPLUS_NORD,1,train,False,train,IMG20240228130624,20240228,130624
223,ONEPLUS_NORD,2,train,False,train,IMG20240228130635,20240228,130635
223,ONEPLUS_NORD,2,train,False,train,IMG20240228130639,20240228,130639
224,ONEPLUS_NORD,2,train,False,train,IMG20240228130701,20240228,130701
224,ONEPLUS_NORD,2,train,False,train,IMG20240228130706,20240228,130706
225,ONEPLUS_NORD,1,train,False,train,IMG20240228130819,20240228,130819
226,ONEPLUS_NORD,1,train,False,train,IMG20240228130858,20240228,130858
227,ONEPLUS_NORD,1,train,False,train,IMG20240228130905,20240228,130905
228,ONEPLUS_NORD,1,train,False,train,IMG20240228130943,20240228,130943
229,ONEPLUS_NORD,1,train,False,train,IMG20240228130950,20240228,130950
230,ONEPLUS_NORD,1,train,False,train,IMG20240228131006,20240228,131006
231,ONEPLUS_NORD,1,train,False,train,IMG20240228131034,20240228,131034
232,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131243,20240228,131243
233,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131252,20240228,131252
234,ONEPLUS_NORD,1,train,False,train,IMG20240228131259,20240228,131259
235,ONEPLUS_NORD,1,train,False,train,IMG20240228131317,20240228,131317
236,ONEPLUS_NORD,1,train,False,train,IMG20240228131341,20240228,131341
237,ONEPLUS_NORD,1,train,False,train,IMG20240228131414,20240228,131414
238,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131420,20240228,131420
239,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131521,20240228,131521
240,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131534,20240228,131534
241,ONEPLUS_NORD,1,test,False,test,IMG20240228131602,20240228,131602
242,ONEPLUS_NORD,1,train,False,train,IMG20240228131634,20240228,131634
243,ONEPLUS_NORD,1,train,False,train,IMG20240228131658,20240228,131658
244,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131717,20240228,131717
245,ONEPLUS_NORD,1,train,False,train,IMG20240228131739_01,20240228,131739
246,ONEPLUS_NORD,1,train,False,train,IMG20240228131753,20240228,131753
247,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131832,20240228,131832
248,ONEPLUS_NORD,1,train,False,train,IMG20240228131843,20240228,131843
249,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131859,20240228,131859
250,ONEPLUS_NORD,1,valid,False,valid,IMG20240228131905,20240228,131905
251,ONEPLUS_NORD,1,train,False,train,IMG20240228131921_01,20240228,131921
252,ONEPLUS_NORD,1,train,False,train,IMG20240228132001_01,20240228,132001
253,ONEPLUS_NORD,1,train,False,train,IMG20240228132045,20240228,132045
254,ONEPLUS_NORD,1,train,False,train,IMG20240228132127,20240228,132127
255,ONEPLUS_NORD,1,valid,False,valid,IMG20240228132302,20240228,132302
256,ONEPLUS_NORD,1,train,False,train,IMG20240228132319,20240228,132319
257,ONEPLUS_NORD,1,train,False,train,IMG20240228132335,20240228,132335
258,ONEPLUS_NORD,1,train,False,train,IMG20240228132345,20240228,132345
259,ONEPLUS_NORD,1,train,False,train,IMG20240228132354,20240228,132354
260,ONEPLUS_NORD,2,valid,False,valid,IMG20240228132440,20240228,132440
260,ONEPLUS_NORD,2,valid,False,valid,IMG20240228132445,20240228,132445
261,ONEPLUS_NORD,1,train,False,train,IMG20240228132456,20240228,132456
262,ONEPLUS_NORD,1,train,False,train,IMG20240228132524,20240228,132524
263,ONEPLUS_NORD,1,train,False,train,IMG20240228132533,20240228,132533
264,ONEPLUS_NORD,1,train,False,train,IMG20240228132544,20240228,132544
265,ONEPLUS_NORD,1,train,False,train,IMG20240228132559,20240228,132559
266,ONEPLUS_NORD,1,train,False,train,IMG20240228132605_01,20240228,132605
267,ONEPLUS_NORD,1,train,False,train,IMG20240228132621,20240228,132621
268,ONEPLUS_NORD,1,valid,False,valid,IMG20240228132725,20240228,132725
269,ONEPLUS_NORD,1,test,False,test,IMG20240228132732,20240228,132732
270,ONEPLUS_NORD,1,valid,False,valid,IMG20240228132838,20240228,132838
271,ONEPLUS_NORD,1,train,False,train,IMG20240228132855,20240228,132855
272,ONEPLUS_NORD,1,train,False,train,IMG20240228132906,20240228,132906
273,ONEPLUS_NORD,1,train,False,train,IMG20240228132935,20240228,132935
274,ONEPLUS_NORD,1,train,False,train,IMG20240228133008,20240228,133008
275,ONEPLUS_NORD,1,test,False,test,IMG20240228133018,20240228,133018
276,ONEPLUS_NORD,1,test,False,test,IMG20240228133029,20240228,133029
277,ONEPLUS_NORD,1,train,False,train,IMG20240228133058,20240228,133058
278,ONEPLUS_NORD,1,train,False,train,IMG20240228133110_01,20240228,133110
279,ONEPLUS_NORD,1,valid,False,valid,IMG20240228133137,20240228,133137
280,ONEPLUS_NORD,1,train,False,train,IMG20240228133155,20240228,133155
281,ONEPLUS_NORD,1,train,False,train,IMG20240228133207,20240228,133207
282,ONEPLUS_NORD,1,train,False,train,IMG20240228133659_01,20240228,133659
283,ONEPLUS_NORD,1,train,False,train,IMG20240228133740_01,20240228,133740
284,ONEPLUS_NORD,1,train,False,train,IMG20240228133759,20240228,133759
285,ONEPLUS_NORD,1,train,False,train,IMG20240228133815,20240228,133815
286,ONEPLUS_NORD,1,train,False,train,IMG20240228133855,20240228,133855
287,ONEPLUS_NORD,1,train,False,train,IMG20240228133904,20240228,133904
288,ONEPLUS_NORD,1,train,False,train,IMG20240228133928,20240228,133928
289,ONEPLUS_NORD,2,train,False,train,IMG20240228133955,20240228,133955
289,ONEPLUS_NORD,2,train,False,train,IMG20240228134000,20240228,134000
290,ONEPLUS_NORD,1,train,False,train,IMG20240228134128,20240228,134128
291,ONEPLUS_NORD,1,train,False,train,IMG20240228134136,20240228,134136
292,ONEPLUS_NORD,1,train,False,train,IMG20240228134144,20240228,134144
293,ONEPLUS_NORD,2,train,False,train,IMG20240228135156,20240228,135156
293,ONEPLUS_NORD,2,train,False,train,IMG20240228135201,20240228,135201
294,ONEPLUS_NORD,1,train,False,train,IMG20240228135335,20240228,135335
295,ONEPLUS_NORD,1,train,False,train,IMG20240228135342,20240228,135342
296,ONEPLUS_NORD,1,train,False,train,IMG20240228135348,20240228,135348
297,ONEPLUS_NORD,1,train,False,train,IMG20240228135418,20240228,135418
298,ONEPLUS_NORD,1,train,False,train,IMG20240228135459,20240228,135459
299,ONEPLUS_NORD,1,train,False,train,IMG20240228135507,20240228,135507
300,ONEPLUS_NORD,1,train,False,train,IMG20240228135513,20240228,135513
301,ONEPLUS_NORD,1,train,False,train,IMG20240228135553,20240228,135553
302,ONEPLUS_NORD,1,train,False,train,IMG20240228142057,20240228,142057
303,ONEPLUS_NORD,1,train,False,train,IMG20240228142107,20240228,142107
304,ONEPLUS_NORD,1,train,False,train,IMG20240228142129,20240228,142129
305,ONEPLUS_NORD,1,test,False,test,IMG20240228142135,20240228,142135
306,ONEPLUS_NORD,1,train,False,train,IMG20240228142159,20240228,142159
307,ONEPLUS_NORD,1,train,False,train,IMG20240228142222,20240228,142222
308,ONEPLUS_NORD,1,train,False,train,IMG20240228142237,20240228,142237
309,ONEPLUS_NORD,1,train,False,train,IMG20240228142259,20240228,142259
310,ONEPLUS_NORD,1,test,False,test,IMG20240228142313,20240228,142313
311,ONEPLUS_NORD,1,train,False,train,IMG20240228142340,20240228,142340
312,ONEPLUS_NORD,1,train,False,train,IMG20240228142346,20240228,142346
313,ONEPLUS_NORD,1,train,False,train,IMG20240228142356,20240228,142356
314,ONEPLUS_NORD,1,train,False,train,IMG20240228142403,20240228,142403
315,ONEPLUS_NORD,1,train,False,train,IMG20240228142427,20240228,142427
316,ONEPLUS_NORD,1,train,False,train,IMG20240228142434,20240228,142434
317,ONEPLUS_NORD,1,test,False,test,IMG20240303105743,20240303,105743
318,ONEPLUS_NORD,1,test,False,test,IMG20240303105750,20240303,105750
319,ONEPLUS_NORD,1,test,False,test,IMG20240303105800,20240303,105800
320,ONEPLUS_NORD,1,test,False,test,IMG20240303105812,20240303,105812
321,ONEPLUS_NORD,1,test,False,test,IMG20240303105820,20240303,105820
322,ONEPLUS_NORD,1,test,False,test,IMG20240303105838,20240303,105838
323,ONEPLUS_NORD,1,test,False,test,IMG20240303105852,20240303,105852
324,ONEPLUS_NORD,1,test,False,test,IMG20240303105921,20240303,105921
325,ONEPLUS_NORD,2,test,False,test,IMG20240303105934,20240303,105934
325,ONEPLUS_NORD,2,test,False,test,IMG20240303105939,20240303,105939
326,ONEPLUS_NORD,1,test,False,test,IMG20240303110007,20240303,110007
327,ONEPLUS_NORD,1,valid,False,valid,IMG20240303110013,20240303,110013
328,ONEPLUS_NORD,1,test,False,test,IMG20240303110030,20240303,110030
329,ONEPLUS_NORD,1,test,False,test,IMG20240303110037,20240303,110037
330,ONEPLUS_NORD,1,test,False,test,IMG20240303110054,20240303,110054
331,ONEPLUS_NORD,1,valid,False,valid,IMG20240303110112,20240303,110112
332,ONEPLUS_NORD,1,test,False,test,IMG20240303110129,20240303,110129
333,ONEPLUS_NORD,1,valid,False,valid,IMG20240303110140,20240303,110140
334,ONEPLUS_NORD,1,test,False,test,IMG20240303110158,20240303,110158
335,ONEPLUS_NORD,1,test,False,test,IMG20240303110214,20240303,110214
336,ONEPLUS_NORD,1,test,False,test,IMG20240303110236,20240303,110236
337,ONEPLUS_NORD,1,test,False,test,IMG20240303110252,20240303,110252
338,ONEPLUS_NORD,2,test|valid,True,valid,IMG20240303110322,20240303,110322
